pl_name,hostname,tic_id,pl_orbsmax,pl_rade,pl_masse,st_spectype,st_teff,st_rad,st_mass,st_lum,st_age,SpT_PM,Lxuv/Lbol,t_sat,gamma,v_esc,"Loss/0.01protoatm., t=0.1 Gyr",insol_0.1_Gyr,"Loss/0.01protoatm., t=0.6 Gyr",insol_0.6_Gyr,"Loss/0.01protoatm., t=1.0 Gyr",insol_1.0_Gyr,"Loss/0.01protoatm., t=5.0 Gyr",insol_5.0_Gyr,"Loss/0.01protoatm., t=10.0 Gyr",insol_10.0_Gyr,"Loss/0.01protoatm., star_age",insol_star_age
HD 191939 b,HD 191939,TIC 269701147,0.0804,3.41,10.0,G9 V,5348.0,0.94,0.81,0.650,8.7,G9V,0.00100,0.1,1.23,19.1,0.84449,100.6,2.08458,100.6,2.35412,100.6,3.02302,100.6,3.24306,100.6,3.20162,107.5
HD 191939 c,HD 191939,TIC 269701147,0.1752,3.195,8.0,G9 V,5348.0,0.94,0.81,0.650,8.7,G9V,0.00100,0.1,1.23,17.7,0.22856,21.2,0.56420,21.2,0.63715,21.2,0.81819,21.2,0.87775,21.2,0.86653,22.6
TOI-150.01,TOI-150,TIC 271893367,0.07037,14.067295,797.7533,F,6255.0,1.526,1.351,3.137,2.346,F7V,0.00100,0.1,1.23,84.2,0.05869,633.5,0.14487,633.5,0.16361,633.5,0.21009,633.5,0.22538,633.5,0.19036,579.5
TOI-3474 b,TOI-3474,TIC 274367763,0.0502,14.67255574,193.87532827,,6020.0,1.256,1.121,1.860,4.7,F9V,0.00100,0.1,1.23,40.6,1.31373,738.1,3.24289,738.1,3.66221,738.1,4.70279,738.1,5.04509,738.1,4.66949,739.9
TOI-2076 e,TOI-2076,TIC 27491137,0.03863,1.301,4.7,K V,5187.0,0.758,0.849,0.378,0.21,K1V,0.00100,0.1,1.23,21.2,0.53440,253.1,1.31915,253.1,1.48972,253.1,1.91301,253.1,2.05225,253.1,0.89891,120.1
TOI-2076 b,TOI-2076,TIC 27491137,0.08781,2.59,6.7,K V,5187.0,0.758,0.849,0.378,0.21,K1V,0.00100,0.1,1.23,18.0,0.40155,49.0,0.99122,49.0,1.11939,49.0,1.43745,49.0,1.54208,49.0,0.67545,23.2
TOI-2076 c,TOI-2076,TIC 27491137,0.1407,3.54,7.2,K V,5187.0,0.758,0.849,0.378,0.21,K1V,0.00100,0.1,1.23,15.9,0.34581,19.1,0.85362,19.1,0.96399,19.1,1.23790,19.1,1.32801,19.1,0.58168,9.1
TOI-2076 d,TOI-2076,TIC 27491137,0.1982,3.27,7.3,K V,5187.0,0.758,0.849,0.378,0.21,K1V,0.00100,0.1,1.23,16.7,0.13362,9.6,0.32984,9.6,0.37248,9.6,0.47832,9.6,0.51314,9.6,0.22476,4.6
TOI-2382 b,TOI-2382,TIC 2760219,0.059,12.25141591,235.19302118,,6033.0,1.417,1.26,2.397,3.1,F9V,0.00100,0.1,1.23,49.0,0.48485,688.6,1.19683,688.6,1.35159,688.6,1.73563,688.6,1.86196,688.6,1.63600,655.3
TOI-521 b,TOI-521,TIC 27649847,0.0195,1.98,5.3,M3,3544.0,0.421,0.42,0.025,0.8,M2V,0.00100,0.6,1.23,18.3,0.38789,66.3,2.32733,161.1,3.44900,211.4,6.23257,297.5,7.14824,318.0,2.97519,143.4
TOI-4994 b,TOI-4994,TIC 277128619,0.1515,8.54124329,88.99195396,,5640.0,1.055,1.005,1.020,6.3,G5V,0.00100,0.1,1.23,36.1,0.07406,44.4,0.18281,44.4,0.20645,44.4,0.26510,44.4,0.28440,44.4,0.27188,46.0
TOI-771 b,TOI-771,TIC 277634430,0.0208,1.36,2.47,M3,3370.0,0.232,0.22,0.006,6.7,M3V,0.00100,0.6,1.23,15.1,0.12636,14.5,0.75814,35.2,1.12353,46.2,2.03029,64.9,2.32858,69.4,2.16206,69.8
TIC 279401253 b,TIC 279401253,TIC 279401253,0.369,11.2089807,1951.46641898,,5951.0,1.06,1.13,1.250,1.2,G0V,0.00100,0.1,1.23,147.5,0.00007,9.2,0.00018,9.2,0.00020,9.2,0.00026,9.2,0.00028,9.2,0.00021,7.5
GJ 143 b,GJ 143,TIC 279741379,0.1915,2.61,22.7,K4.5,4640.0,0.695,0.73,0.206,3.8,K4V,0.00100,0.1,1.23,33.0,0.00410,5.6,0.01013,5.6,0.01144,5.6,0.01469,5.6,0.01576,5.6,0.01422,5.5
HD 21749 c,GJ 143,TIC 279741379,0.0695,0.892,3.7,K4.5,4640.0,0.695,0.73,0.206,3.8,K4V,0.00100,0.1,1.23,22.8,0.04682,42.6,0.11558,42.6,0.13052,42.6,0.16761,42.6,0.17981,42.6,0.16222,41.7
TOI-4145 A b,TOI-4145 A,TIC 279947414,0.04823,13.30506009,136.66621501,,5281.0,0.859,0.905,0.516,4.7,K0V,0.00100,0.1,1.23,35.8,0.59248,221.8,1.46252,221.8,1.65163,221.8,2.12092,221.8,2.27530,221.8,2.10590,222.4
TOI-375 b,TOI-375,TIC 280097543,0.099,10.77183045,236.782163215,,5259.9,2.9,1.441,5.754,2.94,K0V,0.00100,0.1,1.23,52.4,0.27721,587.1,0.68427,587.1,0.77275,587.1,0.99232,587.1,1.06455,587.1,0.92865,554.7
TOI-677 b,TOI-677,TIC 280206394,0.1041,13.11450742,392.200254238,F8,6295.0,1.28,1.181,2.050,2.92,F7V,0.00100,0.1,1.23,61.1,0.05875,189.2,0.14502,189.2,0.16377,189.2,0.21030,189.2,0.22561,189.2,0.19662,178.6
TOI-969 b,TOI-969,TIC 280437559,0.02636,2.765,9.1,K V,4435.0,0.671,0.734,0.199,2.03,K5V,0.00100,0.1,1.23,20.3,1.55104,286.9,3.82868,286.9,4.32374,286.9,5.55229,286.9,5.95643,286.9,4.92050,256.7
TOI-3364 b,TOI-3364,TIC 280655495,0.0675,12.22899794,530.77343969,,5706.0,1.419,1.186,1.930,5.4,G3V,0.00100,0.1,1.23,73.7,0.05824,423.6,0.14377,423.6,0.16236,423.6,0.20849,423.6,0.22367,423.6,0.21030,431.4
TOI-628 b,TOI-628,TIC 281408474,0.0486,11.88154,2011.8639,,6250.0,1.345,1.311,2.480,1.28,F7V,0.00100,0.1,1.23,145.5,0.00922,1050.0,0.02275,1050.0,0.02569,1050.0,0.03299,1050.0,0.03539,1050.0,0.02699,867.4
TOI-5005 b,TOI-5005,TIC 282485660,0.06614,6.25,32.7,G2 V,5749.0,0.93,0.97,0.990,2.2,G2V,0.00100,0.1,1.23,25.6,1.09405,226.2,2.70062,226.2,3.04982,226.2,3.91640,226.2,4.20146,226.2,3.51437,205.0
TOI-1470 c,TOI-1470,TIC 284441182,0.106,2.47,7.24,M1.5 V,3709.0,0.469,0.471,0.038,1.3,M1V,0.00100,0.6,1.23,19.1,0.02038,3.3,0.12226,8.1,0.18118,10.7,0.32740,15.0,0.37551,16.1,0.20886,9.7
TOI-1470 b,TOI-1470,TIC 284441182,0.0285,2.18,7.32,M1.5 V,3709.0,0.469,0.471,0.038,1.3,M1V,0.00100,0.6,1.23,20.5,0.18957,46.3,1.13745,112.5,1.68565,147.7,3.04607,207.8,3.49359,222.1,1.94314,133.8
TOI-1728 b,TOI-1728,TIC 285048486,0.0391,5.05,26.78,M0,3980.0,0.6243,0.646,0.088,7.1,K8V,0.00100,0.1,1.23,25.7,0.21893,57.6,0.54043,57.6,0.61031,57.6,0.78372,57.6,0.84076,57.6,0.81371,60.3
TOI-6008 b,TOI-6008,TIC 286201103,0.010777,1.03,4.0,M5.0,3075.0,0.242,0.23,0.005,3.0,M5V,0.00010,0.6,1.23,22.0,0.00584,4.0,0.03505,9.8,0.05195,12.9,0.09388,18.1,0.10767,19.4,0.08221,16.0
TOI-1794 b,TOI-1794,TIC 286916251,0.082,3.29701268,8.7,,5631.0,1.3162,0.9698,1.575,10.8,G5V,0.00100,0.1,1.23,18.2,2.34913,234.2,5.79873,234.2,6.54853,234.2,8.40923,234.2,9.02131,234.2,9.08345,255.5
TOI-1751 b,TOI-1751,TIC 287080092,0.215,2.9507845,19.5,,5970.0,1.3137,0.9382,1.983,9.0,F9.5V,0.00100,0.1,1.23,28.7,0.06139,42.9,0.15155,42.9,0.17114,42.9,0.21977,42.9,0.23577,42.9,0.23350,46.0
TOI-2981 b,TOI-2981,TIC 287145649,0.048,13.4,638.0,,5940.0,1.08,1.03,1.306,4.5,G0V,0.00100,0.1,1.23,77.1,0.07097,566.8,0.17518,566.8,0.19783,566.8,0.25405,566.8,0.27254,566.8,0.25097,565.4
TOI-2141 b,TOI-2141,TIC 287256467,0.1322,3.147,20.1,,5635.0,0.95,0.896,0.891,9.0,G5V,0.00100,0.1,1.23,28.3,0.08332,51.0,0.20568,51.0,0.23228,51.0,0.29827,51.0,0.31998,51.0,0.31690,54.7
TOI-1259 A b,TOI-1259 A,TIC 288735205,0.0407,11.45557828,140.162327487,,4775.0,0.711,0.744,0.257,4.8,K3V,0.00100,0.1,1.23,39.1,0.25152,155.2,0.62086,155.2,0.70114,155.2,0.90037,155.2,0.96590,155.2,0.89617,156.0
TOI-1685 b,TOI-1685,TIC 28900646,0.01164,1.421,3.07,M3 V,3470.0,0.462,0.466,0.030,1.4,M2.5V,0.00100,0.6,1.23,16.4,1.44202,223.6,8.65212,543.6,12.82209,713.3,23.17033,1003.8,26.57442,1073.2,15.31295,669.8
TOI-1753 b,TOI-1753,TIC 289580577,0.059,2.47852533,16.6,,5621.0,0.9715,0.9483,0.852,5.9,G6V,0.00100,0.1,1.23,28.9,0.28644,244.8,0.70706,244.8,0.79849,244.8,1.02537,244.8,1.10000,244.8,1.04429,251.7
TOI-3682 b,TOI-3682,TIC 28961316,0.048,12.80065596,69.286592726,,5703.0,1.735,1.32,2.870,4.2,G3V,0.00100,0.1,1.23,26.0,11.52730,1245.7,28.45464,1245.7,32.13392,1245.7,41.26447,1245.7,44.26800,1245.7,40.43054,1232.3
TOI-3807 b,TOI-3807,TIC 289661991,0.0421,18.49481816,330.54154328,,5772.0,1.468,1.181,2.150,5.6,G2V,0.00100,0.1,1.23,47.3,1.48767,1213.0,3.67224,1213.0,4.14707,1213.0,5.32543,1213.0,5.71305,1213.0,5.39310,1240.3
HD 202772 A b,HD 202772 A,TIC 290131778,0.05208,17.317905,323.23311,,6272.0,2.591,1.72,9.360,1.7,F7V,0.00100,0.1,1.23,48.3,3.63349,3450.9,8.96912,3450.9,10.12885,3450.9,13.00687,3450.9,13.95361,3450.9,11.19762,2999.6
HD 207496 b,HD 207496,TIC 290348383,0.0629,2.25,6.1,K2.5 V,4819.0,0.769,0.8,0.310,0.52,K3V,0.00100,0.1,1.23,18.4,0.50809,78.4,1.25419,78.4,1.41636,78.4,1.81881,78.4,1.95120,78.4,1.20524,52.4
TOI-3464 b,TOI-3464,TIC 290504044,0.0515,13.7646283,397.28550875,,6370.0,1.56,1.363,3.620,2.1,F6V,0.00100,0.1,1.23,60.1,0.47766,1364.9,1.17907,1364.9,1.33153,1364.9,1.70987,1364.9,1.83433,1364.9,1.52338,1227.8
BD-14 3065 b,BD-14 3065 A,TIC 293607057,0.0656,21.59,3932.0,,6935.0,2.35,1.41,11.482,2.24,F1V,0.00100,0.1,1.23,150.9,0.03678,2668.0,0.09080,2668.0,0.10254,2668.0,0.13168,2668.0,0.14126,2668.0,0.11848,2423.9
HD 235088 b,HD 235088,TIC 293954617,0.0706,1.982,4.15,K V,5075.0,0.772,0.849,0.360,0.7,K2V,0.00100,0.1,1.23,16.2,0.69157,72.2,1.70711,72.2,1.92785,72.2,2.47563,72.2,2.65582,72.2,1.77648,52.3
TOI-1117 b,TOI-1117,TIC 295541511,0.033,2.46,8.9,G5 V,5635.0,1.05,0.97,0.360,4.42,G5V,0.00100,0.1,1.23,21.3,1.31592,330.6,3.24829,330.6,3.66830,330.6,4.71062,330.6,5.05349,330.6,4.64369,329.0
HD 28109 d,HD 28109,TIC 29781292,0.411,3.11,5.8,F8,6189.0,1.425,1.227,2.710,3.2,F8V,0.00100,0.1,1.23,15.3,0.30384,16.0,0.75001,16.0,0.84699,16.0,1.08766,16.0,1.16682,16.0,1.02958,15.3
HD 28109 b,HD 28109,TIC 29781292,0.1357,2.69,6.2,F8,6189.0,1.425,1.227,2.710,3.2,F8V,0.00100,0.1,1.23,17.0,1.57839,147.2,3.89620,147.2,4.39999,147.2,5.65021,147.2,6.06147,147.2,5.34853,140.7
HD 28109 c,HD 28109,TIC 29781292,0.308,4.13,9.2,F8,6189.0,1.425,1.227,2.710,3.2,F8V,0.00100,0.1,1.23,16.7,0.50359,28.6,1.24308,28.6,1.40382,28.6,1.80270,28.6,1.93391,28.6,1.70645,27.3
TOI-172 b,TOI-172,TIC 29857954,0.0914,10.816685,1722.6386,,5645.0,1.777,1.128,2.890,7.4,G5V,0.00100,0.1,1.23,141.1,0.00312,345.9,0.00771,345.9,0.00871,345.9,0.01119,345.9,0.01200,345.9,0.01166,364.2
TOI-2180 b,TOI-2180,TIC 298663873,0.828,11.32107051,875.617261285,G5,5695.0,1.636,1.111,2.544,8.1,G4V,0.00100,0.1,1.23,98.3,0.00015,3.7,0.00037,3.7,0.00041,3.7,0.00053,3.7,0.00057,3.7,0.00056,3.9
TOI-1201 b,TOI-1201,TIC 29960110,0.0287,2.415,6.28,M2.0 V,3476.0,0.508,0.512,0.034,nan,M2.5V,0.00100,0.6,1.23,18.0,0.31223,41.3,1.87340,100.3,2.77631,131.7,5.01697,185.3,5.75404,198.1,nan,nan
TOI-1062 b,TOI-1062,TIC 299799658,0.052,2.265,10.15,G9 V,5328.0,0.84,0.94,0.532,2.5,G9V,0.00100,0.1,1.23,23.7,0.46961,196.6,1.15921,196.6,1.30910,196.6,1.68107,196.6,1.80343,196.6,1.53756,181.5
TOI-2322 b,TOI-2322,TIC 300812741,0.0924,0.994,2.31,K4,4664.0,0.662,0.703,0.181,3.9,K4V,0.00100,0.1,1.23,17.0,0.08264,21.2,0.20400,21.2,0.23038,21.2,0.29584,21.2,0.31737,21.2,0.28724,20.8
TOI-2322 c,TOI-2322,TIC 300812741,0.1362,1.874,18.1,K4,4664.0,0.662,0.703,0.181,3.9,K4V,0.00100,0.1,1.23,34.7,0.00415,9.8,0.01025,9.8,0.01157,9.8,0.01486,9.8,0.01594,9.8,0.01443,9.6
TOI-5076 b,TOI-5076,TIC 303432813,0.1481,3.48935569,16.1456830756,K2 V,4780.0,0.844,0.789,0.336,8.4,K3V,0.00100,0.1,1.23,24.0,0.05288,15.3,0.13053,15.3,0.14741,15.3,0.18929,15.3,0.20307,15.3,0.19981,16.3
TOI-5916 b,TOI-5916,TIC 305506996,0.0262,11.35469745,226.611654191,M2&plusmn;0.5,3613.0,0.48,0.477,0.035,5.0,M1.5V,0.00100,0.6,1.23,49.9,0.03105,51.4,0.18630,125.0,0.27609,164.0,0.49891,230.8,0.57221,246.8,0.49891,233.1
NGTS-27 b,NGTS-27,TIC 305739565,0.0446,15.64773706,188.472245351,,5700.0,1.77,1.07,3.264,7.9,G3V,0.00100,0.1,1.23,38.8,3.74862,1640.9,9.25332,1640.9,10.44980,1640.9,13.41901,1640.9,14.39575,1640.9,14.08090,1738.5
HIP 9618 b,HIP 9618,TIC 306263608,0.145,3.82838127,8.3,,5649.0,0.9593,0.942,0.848,5.6,G5V,0.00100,0.1,1.23,16.5,0.69580,40.3,1.71756,40.3,1.93964,40.3,2.49077,40.3,2.67207,40.3,2.52242,41.2
HIP 9618 c,HIP 9618,TIC 306263608,0.269,3.42855926,7.0,,5649.0,0.9593,0.942,0.848,5.6,G5V,0.00100,0.1,1.23,16.0,0.20416,11.7,0.50395,11.7,0.56912,11.7,0.73083,11.7,0.78402,11.7,0.74011,12.0
TOI-3321 b,TOI-3321,TIC 306648160,0.047,15.55806521,176.076937478,,5850.0,1.549,1.041,2.540,8.1,G1V,0.00100,0.1,1.23,37.6,2.95820,1149.8,7.30219,1149.8,8.24639,1149.8,10.58953,1149.8,11.36031,1149.8,11.13885,1221.2
TOI-1472 b,TOI-1472,TIC 306955329,0.064,4.058,18.05,,5100.0,0.84,0.87,0.441,3.1,K2V,0.00100,0.1,1.23,23.6,0.46773,107.7,1.15457,107.7,1.30386,107.7,1.67433,107.7,1.79620,107.7,1.57822,102.5
TOI-776 b,TOI-776,TIC 306996324,0.0653,1.798,5.0,M1 V,3725.0,0.547,0.542,0.049,6.1,M0.5V,0.00100,0.6,1.23,18.6,0.05659,11.5,0.33954,27.9,0.50318,36.7,0.90928,51.6,1.04286,55.1,0.94980,54.4
TOI-776 c,TOI-776,TIC 306996324,0.1001,2.047,6.9,M1 V,3725.0,0.547,0.542,0.049,6.1,M0.5V,0.00100,0.6,1.23,20.5,0.01866,4.9,0.11196,11.9,0.16592,15.6,0.29983,22.0,0.34388,23.5,0.31320,23.2
L 98-59 d,L 98-59,TIC 307210830,0.0494,1.627,1.64,M3 V,3415.0,0.3155,0.2923,0.012,4.94,M3V,0.00100,0.6,1.23,11.2,0.16956,5.0,1.01734,12.2,1.50765,15.9,2.72442,22.4,3.12468,24.0,2.71687,22.6
L 98-59 c,L 98-59,TIC 307210830,0.0309,1.329,2.0,M3 V,3415.0,0.3155,0.2923,0.012,4.94,M3V,0.00100,0.6,1.23,13.7,0.15881,12.8,0.95289,31.1,1.41214,40.8,2.55182,57.4,2.92673,61.3,2.54475,57.7
L 98-59 b,L 98-59,TIC 307210830,0.0223,0.837,0.46,M3 V,3415.0,0.3155,0.2923,0.012,4.94,M3V,0.00100,0.6,1.23,8.3,1.43993,24.5,8.63961,59.6,12.80354,78.3,23.13682,110.1,26.53599,117.7,23.07269,110.9
HD 260655 c,HD 260655,TIC 307809773,0.04749,1.533,3.09,M0 V,3803.0,0.439,0.439,0.036,5.0,M0.5V,0.00100,0.6,1.23,15.9,0.12867,16.1,0.77200,39.1,1.14407,51.4,2.06742,72.3,2.37115,77.3,2.06742,73.0
HD 260655 b,HD 260655,TIC 307809773,0.02933,1.24,2.14,M0 V,3803.0,0.439,0.439,0.036,5.0,M0.5V,0.00100,0.6,1.23,14.7,0.37220,42.2,2.23319,102.6,3.30950,134.6,5.98048,189.5,6.85911,202.6,5.98048,191.3
TOI-4633 c,TOI-4633,TIC 307958020,0.847,3.2,123.0,G V,5800.0,1.05,1.1,2.048,1.3,G2V,0.00100,0.1,1.23,69.3,0.00013,2.9,0.00032,2.9,0.00037,2.9,0.00047,2.9,0.00050,2.9,0.00038,2.4
TOI-3837 b,TOI-3837,TIC 308073360,0.099,10.87271128,187.51876013,,5905.0,1.2,0.89,1.571,11.2,G0V,0.00100,0.1,1.23,46.4,0.12410,160.3,0.30633,160.3,0.34594,160.3,0.44424,160.3,0.47657,160.3,0.48138,175.4
TOI-6330 b,TOI-6330,TIC 308120029,0.05763,10.89,3179.0,,3539.0,0.49,0.531,0.037,7.6,M2V,0.00100,0.6,1.23,191.0,0.00003,11.1,0.00018,27.1,0.00027,35.5,0.00048,50.0,0.00056,53.5,0.00053,55.1
TOI-199 b,TOI-199,TIC 309792357,0.4254,9.07927437,54.03082919,G9 V,5255.0,0.82,0.936,0.459,0.8,K0V,0.00100,0.1,1.23,27.3,0.01377,2.5,0.03400,2.5,0.03839,2.5,0.04930,2.5,0.05289,2.5,0.03654,1.9
TOI-4087 b,TOI-4087,TIC 310002617,0.04469,13.04725353,232.01473711,,6060.0,1.112,1.178,1.500,0.8,F9V,0.00100,0.1,1.23,47.1,0.65634,751.1,1.62014,751.1,1.82963,751.1,2.34950,751.1,2.52052,751.1,1.74114,562.0
TOI-3980 b,TOI-3980,TIC 312548829,0.0494,14.4595851,187.51876013,,5840.0,1.626,1.24,2.770,4.7,G1V,0.00100,0.1,1.23,40.3,2.06698,1135.1,5.10225,1135.1,5.76198,1135.1,7.39920,1135.1,7.93776,1135.1,7.34682,1137.9
TOI-431 d,TOI-431,TIC 31374837,0.098,3.29,9.9,,4850.0,0.731,0.78,0.272,nan,K3V,0.00100,0.1,1.23,19.4,0.21813,28.3,0.53843,28.3,0.60806,28.3,0.78083,28.3,0.83766,28.3,nan,nan
TOI-431 b,TOI-431,TIC 31374837,0.0113,1.28,3.07,,4850.0,0.731,0.78,0.272,nan,K3V,0.00100,0.1,1.23,17.3,10.04704,2131.8,24.80068,2131.8,28.00749,2131.8,35.96556,2131.8,38.58339,2131.8,nan,nan
TOI-1052 b,TOI-1052,TIC 317060587,0.09103,2.87,16.9,,6146.0,1.264,1.204,2.420,2.3,F8V,0.00100,0.1,1.23,27.1,0.51188,292.0,1.26354,292.0,1.42692,292.0,1.83237,292.0,1.96575,292.0,1.65539,266.3
TOI-2346 b,TOI-2346,TIC 317483660,0.0473,16.11851425,394.10722468,,6480.0,1.38,1.271,3.030,1.9,F5V,0.00100,0.1,1.23,55.3,0.77339,1354.3,1.90907,1354.3,2.15592,1354.3,2.76850,1354.3,2.97001,1354.3,2.42767,1199.0
TOI-480 b,TOI-480,TIC 317548889,0.077,2.85372018,20.8,,6174.0,1.4877,1.2793,2.897,2.7,F8V,0.00100,0.1,1.23,30.2,0.55591,488.6,1.37225,488.6,1.54969,488.6,1.99002,488.6,2.13486,488.6,1.84036,456.2
LHS 1903 b,LHS 1903,TIC 318022259,0.02656,1.382,3.28,M,3664.0,0.539,0.538,0.047,7.08,M1V,0.00100,0.6,1.23,17.2,0.34893,67.1,2.09360,163.2,3.10263,214.2,5.60664,301.4,6.43035,322.2,6.03640,327.6
LHS 1903 d,LHS 1903,TIC 318022259,0.08604,2.5,5.96,M,3664.0,0.539,0.538,0.047,7.08,M1V,0.00100,0.6,1.23,17.3,0.05961,6.4,0.35768,15.6,0.53007,20.4,0.95788,28.7,1.09860,30.7,1.03130,31.2
LHS 1903 c,LHS 1903,TIC 318022259,0.05387,2.046,4.55,M,3664.0,0.539,0.538,0.047,7.08,M1V,0.00100,0.6,1.23,16.7,0.14303,16.3,0.85817,39.7,1.27177,52.1,2.29817,73.3,2.63581,78.3,2.47433,79.6
TOI-2443 b,TOI-2443,TIC 318753380,0.105,2.363,4.8,K5 V,4375.0,0.631,0.642,0.136,7.5,K5V,0.00100,0.1,1.23,15.9,0.15017,12.4,0.37070,12.4,0.41863,12.4,0.53758,12.4,0.57671,12.4,0.56122,13.1
TOI-2886 b,TOI-2886,TIC 318796593,0.02871,18.6405349,444.9597698,,6240.0,1.241,1.229,2.100,1.7,F7V,0.00100,0.1,1.23,54.6,1.76530,2547.7,4.35757,2547.7,4.92102,2547.7,6.31928,2547.7,6.77924,2547.7,5.44027,2214.5
HD 183579 b,HD 183579,TIC 320004517,0.1322,3.49,20.4,G2 V,5784.0,0.96,0.996,0.925,3.1,G2V,0.00100,0.1,1.23,27.0,0.11451,52.9,0.28265,52.9,0.31920,52.9,0.40990,52.9,0.43973,52.9,0.38637,50.4
TOI-1420 b,TOI-1420,TIC 321857016,0.071,11.89,25.1,,5510.0,0.923,0.987,0.705,10.7,G8V,0.00100,0.1,1.23,16.2,7.90320,139.9,19.50872,139.9,22.03126,139.9,28.29124,139.9,30.35048,139.9,30.53445,152.4
NGTS-30 b,NGTS-30,TIC 322807371,0.408,10.40193409,305.11527072,,5455.0,0.913,0.94,0.650,1.1,G8V,0.00100,0.1,1.23,60.5,0.00100,3.9,0.00247,3.9,0.00279,3.9,0.00358,3.9,0.00384,3.9,0.00284,3.1
TOI-6692 b,TOI-6692,TIC 324609409,0.512,11.67975789,197.05361234,,5890.0,1.385,1.047,2.080,7.8,G1V,0.00100,0.1,1.23,45.9,0.00690,7.9,0.01702,7.9,0.01922,7.9,0.02469,7.9,0.02648,7.9,0.02587,8.4
TOI-6016 b,TOI-6016,TIC 327369524,0.055,13.67495645,371.85923619,F,6110.0,1.51,1.31,2.890,0.3,F9V,0.00100,0.1,1.23,58.3,0.37422,955.4,0.92375,955.4,1.04319,955.4,1.33960,955.4,1.43711,955.4,0.73751,531.1
TOI-6383 A b,TOI-6383 A,TIC 328513434,0.02292,11.29,331.0,M3,3444.0,0.457,0.458,0.033,nan,M3V,0.00100,0.6,1.23,60.5,0.01726,62.1,0.10359,150.8,0.15351,197.9,0.27740,278.5,0.31816,297.8,nan,nan
TOI-2485 b,TOI-2485,TIC 328934463,0.1093,12.1393261,766.602117684,,6016.4,1.72,1.163,3.310,6.0,F9.5V,0.00100,0.1,1.23,88.8,0.01786,277.1,0.04410,277.1,0.04980,277.1,0.06395,277.1,0.06860,277.1,0.06524,285.4
TOI-2285 b,TOI-2285,TIC 329148988,0.1363,1.77,19.5,,3491.0,0.464,0.454,0.029,nan,M2.5V,0.00100,0.6,1.23,37.1,0.00048,1.5,0.00286,3.8,0.00424,4.9,0.00767,6.9,0.00879,7.4,nan,nan
TOI-2714 b,TOI-2714,TIC 332534326,0.036,13.72,228.0,,5665.0,1.25,1.07,1.446,5.5,G5V,0.00100,0.1,1.23,45.6,1.17406,1115.7,2.89811,1115.7,3.27285,1115.7,4.20279,1115.7,4.50870,1115.7,4.24780,1138.6
TOI-2373 b,TOI-2373,TIC 332558858,0.112,10.42435205,2955.8041851,,5651.0,1.102,1.041,1.125,5.9,G5V,0.00100,0.1,1.23,188.3,0.00025,89.7,0.00061,89.7,0.00069,89.7,0.00088,89.7,0.00095,89.7,0.00090,92.2
TOI-1422 b,TOI-1422,TIC 333473672,0.107,3.83,9.5,G2 V,5840.0,1.019,0.9903,1.116,4.6,G1V,0.00100,0.1,1.23,17.6,1.28521,97.5,3.17248,97.5,3.58269,97.5,4.60068,97.5,4.93555,97.5,4.55668,97.5
HD 20329 b,HD 20329,TIC 333657795,0.018,1.72,7.42,,5596.0,1.13,0.9,1.120,11.0,G6V,0.00100,0.1,1.23,23.2,6.76682,3456.8,16.70359,3456.8,18.86342,3456.8,24.22328,3456.8,25.98643,3456.8,26.20762,3776.1
NGTS-35 b,NGTS-35,TIC 333736132,0.16,10.9,152.0,K3.5 V,4717.0,0.753,0.789,0.253,1.5,K3V,0.00100,0.1,1.23,41.7,0.01173,9.9,0.02896,9.9,0.03271,9.9,0.04200,9.9,0.04506,9.9,0.03538,8.4
TOI-5292 A b,TOI-5292 A,TIC 33397739,0.0279,12.64373023,412.859100693,M0&plusmn;0.5,3919.0,0.611,0.596,0.079,5.0,K9V,0.00100,0.1,1.23,63.9,0.02555,101.7,0.06308,101.7,0.07124,101.7,0.09148,101.7,0.09814,101.7,0.09148,102.7
TOI-4860 b,TOI-4860,TIC 335590096,0.01808,8.7,86.7,M3.5 V,3260.0,0.358,0.34,0.015,4.5,M3.5V,0.00100,0.6,1.23,35.3,0.08287,44.7,0.49723,108.6,0.73687,142.5,1.33157,200.5,1.52720,214.3,1.29901,197.5
TOI-778 b,TOI-778,TIC 335630746,0.06,15.4,878.0,F3 V,6643.0,1.71,1.4,5.760,1.95,F4V,0.00100,0.1,1.23,84.4,0.16055,1600.0,0.39632,1600.0,0.44757,1600.0,0.57474,1600.0,0.61657,1600.0,0.50610,1422.5
TOI-849 b,TOI-849,TIC 33595516,0.0155,3.64,41.8,G,5257.0,0.97,0.97,0.605,6.7,K0V,0.00100,0.1,1.23,37.9,1.47170,2517.3,3.63283,2517.3,4.10257,2517.3,5.26828,2517.3,5.65174,2517.3,5.43767,2623.3
TOI-2136 b,TOI-2136,TIC 336128819,0.057,2.19,6.37,M4.5 V,3342.0,0.34,0.34,0.013,4.6,M3.5V,0.00100,0.6,1.23,19.1,0.02194,4.0,0.13162,9.7,0.19506,12.8,0.35248,18.0,0.40427,19.2,0.34568,17.8
TOI-5322 b,TOI-5322,TIC 336691874,0.0604,16.6117094,184.022647653,,5692.0,1.462,0.998,2.030,9.7,G4V,0.00100,0.1,1.23,37.2,1.59536,556.4,3.93807,556.4,4.44728,556.4,5.71093,556.4,6.12662,556.4,6.10971,601.1
