pl_name,hostname,tic_id,pl_orbsmax,pl_rade,pl_masse,st_spectype,st_teff,st_rad,st_mass,st_lum,st_age,SpT_PM,Lxuv/Lbol,t_sat,gamma
WASP-18 c,WASP-18,TIC 100100827,0.035,8.58,55.2,F6 IV-V,6400.0,1.23,1.22,2.455,1.0,F6V,0.001,0.1,1.23
TOI-564 b,TOI-564,TIC 1003831,0.02734,11.43318,464.98529,,5640.0,1.088,0.998,1.078,7.3,G5V,0.001,0.1,1.23
TOI-4791 b,TOI-4791,TIC 100389539,0.0555,12.44196858,734.18362017,,6058.0,1.409,1.242,2.400,3.3,F9V,0.001,0.1,1.23
TOI-411 b,HD 22946,TIC 100990000,0.05727,1.362,13.71,F7/F8V,6169.0,1.117,1.098,1.619,2.5,F8V,0.001,0.1,1.23
HD 22946 d,HD 22946,TIC 100990000,0.2958,2.607,26.57,F7/F8V,6169.0,1.117,1.098,1.619,2.5,F8V,0.001,0.1,1.23
TOI-411 c,HD 22946,TIC 100990000,0.1017,2.328,9.72,F7/F8V,6169.0,1.117,1.098,1.619,2.5,F8V,0.001,0.1,1.23
HD 73583 c,HD 73583,TIC 101011575,0.1242,2.39,9.7,K4 V,4511.0,0.65,0.73,0.180,0.48,K5V,0.001,0.1,1.23
HD 73583 b,HD 73583,TIC 101011575,0.0604,2.79,10.2,K4 V,4511.0,0.65,0.73,0.180,0.48,K5V,0.001,0.1,1.23
TOI-2580 b,TOI-2580,TIC 102713734,0.048,17.37392009,200.23189641,F,6120.0,1.81,1.33,4.130,2.0,F8V,0.001,0.1,1.23
TOI-815 b,TOI-815,TIC 102840239,0.0903,2.94,7.6,K3 V,4869.0,0.77,0.776,0.313,0.2,K3V,0.001,0.1,1.23
TOI-815 c,TOI-815,TIC 102840239,0.193,2.62,23.5,K3 V,4869.0,0.77,0.776,0.313,0.2,K3V,0.001,0.1,1.23
TOI-1235 b,TOI-1235,TIC 103633434,0.03845,1.69,6.69,M0.5 V,3997.0,0.619,0.63,0.088,5.3,K8V,0.001,0.1,1.23
TOI-733 b,TOI-733,TIC 106402532,0.0618,1.992,5.72,G,5585.0,0.949,0.956,0.820,4.4,G6V,0.001,0.1,1.23
TOI-2876 b,TOI-2876,TIC 10827386,0.0654,9.6397234,54.03082919,,5271.0,0.873,0.939,0.529,3.8,K0V,0.001,0.1,1.23
TOI-1411 b,TOI-1411,TIC 116483514,0.02122,1.19880592,2.0,,4115.0,0.614,0.6045,0.097,9.6,K7V,0.001,0.1,1.23
TOI-2447 b,TOI-2447,TIC 1167538,0.347,9.60609646,124.906563951,,5730.0,1.006,1.034,1.119,2.1,G3V,0.001,0.1,1.23
TOI-244 b,TOI-244,TIC 118327550,0.0559,1.52,2.68,M2.5 V,3433.0,0.426,0.428,0.023,7.0,M3V,0.001,0.6,1.23
TOI-6695 b,TOI-6695,TIC 118339710,0.402,9.52763359,66.74396547,F5V-G0V,6400.0,1.517,1.338,3.470,2.1,F6V,0.001,0.1,1.23
TOI-7510 c,TOI-7510,TIC 118798035,0.1595,10.81,131.0,G3,5720.0,1.035,1.063,1.026,4.4,G3V,0.001,0.1,1.23
TOI-7510 b,TOI-7510,TIC 118798035,0.1019,7.31,18.1,G3,5720.0,1.035,1.063,1.026,4.4,G3V,0.001,0.1,1.23
TOI-7510 d,TOI-7510,TIC 118798035,0.2672,10.52,190.0,G3,5720.0,1.035,1.063,1.026,4.4,G3V,0.001,0.1,1.23
TOI-1801 b,TOI-1801,TIC 119584412,0.075,2.079,5.738,M0.5+/-0.5 V,3863.0,0.547,0.556,0.059,0.7,M0V,0.001,0.6,1.23
TOI-5634 A b,TOI-5634 A,TIC 119585136,0.0272,10.42,588.0,,3896.0,0.54,0.556,0.057,7.4,K9V,0.001,0.1,1.23
TOI-4495 b,TOI-4495,TIC 120826158,0.03957,2.483,7.7,,6210.0,1.309,1.247,2.326,1.9,F8V,0.001,0.1,1.23
TOI-4495 c,TOI-4495,TIC 120826158,0.06323,4.03,23.2,,6210.0,1.309,1.247,2.326,1.9,F8V,0.001,0.1,1.23
HD 15337 c,HD 15337,TIC 120896927,0.1235,2.526,6.792,K1 V,5131.0,0.855,0.829,0.472,9.6,K2V,0.001,0.1,1.23
HD 15337 b,HD 15337,TIC 120896927,0.05245,1.77,6.519,K1 V,5131.0,0.855,0.829,0.472,9.6,K2V,0.001,0.1,1.23
TOI-5153 b,TOI-5153,TIC 124029677,0.158,11.88151954,1036.12060682,F8 V,6300.0,1.4,1.24,2.912,5.4,F7V,0.001,0.1,1.23
TOI-2803 A b,TOI-2803 A,TIC 124379043,0.03185,18.11371281,309.882696825,,6280.0,1.245,1.118,2.170,3.7,F7V,0.001,0.1,1.23
TOI-669 b,TOI-669,TIC 124573851,0.048,2.58606487,10.0,,5597.0,0.9882,0.9245,0.866,7.9,G6V,0.001,0.1,1.23
TOI-3856 b,TOI-3856,TIC 125552076,0.0325,13.59649359,171.62733978,,5622.0,1.055,1.096,1.002,2.6,G6V,0.001,0.1,1.23
WASP-132 c,WASP-132,TIC 127530399,0.01833,1.841,6.26,K4 V,4686.0,0.758,0.789,0.266,7.2,K4V,0.001,0.1,1.23
HD 63433 c,HD 63433,TIC 130181866,0.146,2.692,15.539,G5 V,5553.0,0.934,0.956,0.748,0.414,G7V,0.001,0.1,1.23
HD 63433 b,HD 63433,TIC 130181866,0.072,2.14,21.755,G5 V,5553.0,0.934,0.956,0.748,0.414,G7V,0.001,0.1,1.23
TOI-757 b,TOI-757,TIC 130924120,0.122,2.5,10.5,K0 V,5278.0,0.78,0.8,0.420,7.5,K0V,0.001,0.1,1.23
TOI-500 b,TOI-500,TIC 134200185,0.01189,1.166,1.42,K6 V,4440.0,0.678,0.74,0.200,5.0,K5V,0.001,0.1,1.23
TIC 139270665 b,TIC 139270665,TIC 139270665,0.163,7.22979255,147.154552441,G2,5844.0,1.016,1.035,1.077,3.4,G1V,0.001,0.1,1.23
TOI-332 b,TOI-332,TIC 139285832,0.0159,3.2,57.2,K0 V,5251.0,0.87,0.88,0.601,5.0,K0V,0.001,0.1,1.23
TOI-1601 b,TOI-1601,TIC 139375960,0.069,14.19902343,387.0,,5982.0,2.195,1.5055,5.594,2.4,F9.5V,0.001,0.1,1.23
TOI-157 b,TOI-157,TIC 140691463,0.03138,14.414774,375.0394,G9 IV,5404.0,1.167,0.948,1.047,12.82,G9V,0.001,0.1,1.23
TOI-3862 b,TOI-3862,TIC 141205978,0.02539,5.53,53.7,,5300.0,0.92,0.9,0.639,nan,K0V,0.001,0.1,1.23
TOI-4127 b,TOI-4127,TIC 141488193,0.3081,12.28504285,731.0053361,F V,6096.0,1.293,1.23,2.072,4.8,F9V,0.001,0.1,1.23
TOI-5340 b,TOI-5340,TIC 14156936,0.0628,15.07607904,270.15414595,,5990.0,1.842,1.35,3.940,3.5,F9.5V,0.001,0.1,1.23
TOI-1136 c,TOI-1136,TIC 142276270,0.0669,2.879,6.32,,5770.0,0.968,1.022,0.940,0.7,G2V,0.001,0.1,1.23
TOI-1136 b,TOI-1136,TIC 142276270,0.05106,1.9,3.5,,5770.0,0.968,1.022,0.940,0.7,G2V,0.001,0.1,1.23
TOI-1136 e,TOI-1136,TIC 142276270,0.14,2.639,6.07,,5770.0,0.968,1.022,0.940,0.7,G2V,0.001,0.1,1.23
TOI-1136 g,TOI-1136,TIC 142276270,0.229,2.53,5.6,,5770.0,0.968,1.022,0.940,0.7,G2V,0.001,0.1,1.23
TOI-1136 d,TOI-1136,TIC 142276270,0.1062,4.627,8.35,,5770.0,0.968,1.022,0.940,0.7,G2V,0.001,0.1,1.23
TOI-1136 f,TOI-1136,TIC 142276270,0.174,3.73591482,9.7,,5770.0,0.968,1.022,0.940,0.7,G2V,0.001,0.1,1.23
TOI-1823 b,TOI-1823,TIC 142381532,0.212,7.5406241,67.4,,4927.0,0.8049,0.8414,0.346,6.3,K3V,0.001,0.1,1.23
TOI-1824 b,TOI-1824,TIC 142387023,0.151,2.7438269,16.0,,5165.0,0.8123,0.8801,0.424,2.5,K1V,0.001,0.1,1.23
TOI-1268 b,TOI-1268,TIC 142394656,0.0711,9.1,96.4,K1-K2,5300.0,0.92,0.96,0.515,0.245,K0V,0.001,0.1,1.23
TOI-6420 b,TOI-6420,TIC 143526233,0.0753,11.93756445,2606.1929374,,6020.0,1.312,1.165,2.050,4.4,F9V,0.001,0.1,1.23
TOI-3877 b,TOI-3877,TIC 144310492,0.0529,11.67975789,99.798119798,,5731.0,1.445,1.16,2.030,5.9,G3V,0.001,0.1,1.23
TOI-1803 b,TOI-1803,TIC 144401492,0.06,2.99,10.32,,4687.0,0.715,0.756,0.222,1.4,K4V,0.001,0.1,1.23
TOI-1803 c,TOI-1803,TIC 144401492,0.097,4.29,8.0,,4687.0,0.715,0.756,0.222,1.4,K4V,0.001,0.1,1.23
TOI-532 b,TOI-532,TIC 144700903,0.0296,5.82,61.5,,3927.0,0.612,0.639,0.080,7.1,K9V,0.001,0.1,1.23
TOI-942 c,TOI-942,TIC 146520535,0.08598,4.67,37.0,K2.5 V,4969.0,0.894,0.822,0.438,0.053,K2V,0.001,0.1,1.23
TOI-942 b,TOI-942,TIC 146520535,0.04866,3.89,16.0,K2.5 V,4969.0,0.894,0.822,0.438,0.053,K2V,0.001,0.1,1.23
NGTS-34 b,NGTS-34,TIC 147277741,0.257,3.65,19.1,F8 V,6134.0,1.367,1.266,2.380,2.7,F8V,0.001,0.1,1.23
TOI-2005 b,TOI-2005,TIC 147660886,0.16,11.99360935,2034.1018048,,7130.0,2.02,1.59,9.170,1.6,F0V,0.001,0.1,1.23
TOI-1194 b,TOI-1194,TIC 147950620,0.034,8.71664516,120.0,,5394.0,0.9608,0.9835,0.706,4.9,G9V,0.001,0.1,1.23
TOI-640 b,TOI-640,TIC 147977348,0.06608,19.2794468,181.16219199,,6460.0,2.082,1.536,6.830,1.99,F5V,0.001,0.1,1.23
TOI-2986 b,TOI-2986,TIC 148497855,0.04489,9.292245,96.619835728,,5906.0,1.458,1.122,2.332,6.3,G0V,0.001,0.1,1.23
TOI-2525 c,TOI-2525,TIC 149601126,0.249,10.13291855,208.813263399,K8 V,5096.0,0.785,0.849,0.363,3.99,K2V,0.001,0.1,1.23
TOI-2525 b,TOI-2525,TIC 149601126,0.1511,8.67575106,26.697586188,K8 V,5096.0,0.785,0.849,0.363,3.99,K2V,0.001,0.1,1.23
TOI-286 b,TOI-286,TIC 150030205,0.0503,1.42,4.53,K3 V,5152.0,0.78,0.832,0.386,nan,K1V,0.001,0.1,1.23
TOI-286 c,TOI-286,TIC 150030205,0.213,1.88,3.72,K3 V,5152.0,0.78,0.832,0.386,nan,K1V,0.001,0.1,1.23
TOI-220 b,TOI-220,TIC 150098860,0.08911,3.03,13.8,K0 V,5298.0,0.858,0.825,0.541,10.1,K0V,0.001,0.1,1.23
TOI-2818 b,TOI-2818,TIC 151483286,0.0493,15.27784069,225.65816897,,5721.0,1.229,0.977,1.460,9.5,G3V,0.001,0.1,1.23
TOI-5795 b,TOI-5795,TIC 151724385,0.064,5.62,23.66,G3 V,5715.0,1.082,0.901,1.130,10.2,G3V,0.001,0.1,1.23
TOI-5800 b,TOI-5800,TIC 151759246,0.0344,2.46,9.5,K3 V,4850.0,0.773,0.778,0.309,8.1,K3V,0.001,0.1,1.23
TOI-406.01,TOI-406,TIC 153065527,0.0809,2.08,6.57,M3,3392.0,0.41,0.408,0.019,nan,M3V,0.001,0.6,1.23
TOI-406 c,TOI-406,TIC 153065527,0.0322,1.32,2.08,M3,3392.0,0.41,0.408,0.019,nan,M3V,0.001,0.6,1.23
TOI-1238 b,TOI-1238,TIC 153951307,0.0139,1.21,3.76,K7/M0,4089.0,0.58,0.59,0.083,0.8,K7V,0.001,0.1,1.23
TOI-1238 c,TOI-1238,TIC 153951307,0.037,2.11,8.32,K7/M0,4089.0,0.58,0.59,0.083,0.8,K7V,0.001,0.1,1.23
TOI-1174 b,TOI-1174,TIC 154089169,0.07994,2.562,32.0,,5030.0,0.76,0.85,0.395,2.7,K2V,0.001,0.1,1.23
TOI-5616 b,TOI-5616,TIC 154220877,0.0272,10.78,624.0,,3996.0,0.646,0.666,0.102,7.2,K8V,0.001,0.1,1.23
TOI-3976 A b,TOI-3976 A,TIC 154293917,0.0743,12.27383387,55.619971225,,5975.0,1.501,1.254,2.588,3.8,F9.5V,0.001,0.1,1.23
TOI-1135 b,TOI-1135,TIC 154872375,0.082337403,9.34085,51.42,G0,5962.7,1.15,1.156039,1.702,0.562,F9.5V,0.001,0.1,1.23
TOI-3714 b,TOI-3714,TIC 155867025,0.027,11.32107051,222.4798849,M2,3660.0,0.51,0.53,0.039,2.9,M1V,0.001,0.6,1.23
TOI-3912 b,TOI-3912,TIC 156648452,0.0463,14.28024141,129.038333242,,5725.0,1.392,1.088,1.876,7.5,G3V,0.001,0.1,1.23
TOI-4465 b,TOI-4465,TIC 157236902,0.416,14.01122587,1872.00931723,G V,5545.0,1.014,0.93,0.846,nan,G7V,0.001,0.1,1.23
TOI-2589 b,TOI-2589,TIC 157698565,0.3,12.10569916,1112.3994245,,5579.0,1.07,0.93,0.990,11.0,G6V,0.001,0.1,1.23
TOI-1180 b,TOI-1180,TIC 158002130,0.080799,3.072,10.0,,4738.0,0.73,0.75,0.265,5.0,K3V,0.001,0.1,1.23
TOI-1416 b,TOI-1416,TIC 158025009,0.019,1.62,3.48,G9 V,4884.0,0.793,0.798,0.347,6.9,K3V,0.001,0.1,1.23
TOI-674 b,TOI-674,TIC 158588995,0.025,5.25,23.6,M2 V,3514.0,0.42,0.42,0.024,nan,M2.5V,0.001,0.6,1.23
TOI-2019 b,TOI-2019,TIC 159781361,0.128,5.33275337,34.4,,5626.0,1.7457,1.1832,2.759,6.4,G6V,0.001,0.1,1.23
TOI-5344 b,TOI-5344,TIC 16005254,0.04041,10.60369574,130.945303684,,3747.0,0.588,0.612,0.061,10.9,M0.5V,0.001,0.6,1.23
TOI-3568 b,TOI-3568,TIC 160390955,0.0485,5.3,26.4,,4969.0,0.719,0.78,2.138,6.1,K2V,0.001,0.1,1.23
TOI-1080 b,TOI-1080,TIC 161032923,0.0272,1.2,10.7,M4.0&plusmn;1.0 V,3065.0,0.2019,0.1667,0.003,6.0,M5V,0.0001,0.6,1.23
TOI-3593 b,TOI-3593,TIC 162289289,0.0481,11.02963701,565.73456446,,5550.0,0.918,1.015,0.722,1.8,G7V,0.001,0.1,1.23
TOI-2641 b,TOI-2641,TIC 162802770,0.0607,18.10250383,122.681765102,F9 V,6100.0,1.336,1.16,2.190,10.8,F9V,0.001,0.1,1.23
TOI-1278 b,TOI-1278,TIC 163539739,0.095,12.21778896,5879.8255295,M0 V,3799.0,0.573,0.54,0.061,nan,M0.5V,0.001,0.6,1.23
HIP 8152 b,HIP 8152,TIC 164767175,0.093,2.53625843,8.9,,5618.0,0.9603,0.9373,0.831,6.0,G6V,0.001,0.1,1.23
HIP 8152 c,HIP 8152,TIC 164767175,0.139,2.52442508,10.7,,5618.0,0.9603,0.9373,0.831,6.0,G6V,0.001,0.1,1.23
TOI-4666 b,TOI-4666,TIC 165202476,0.0333,12.44196858,222.4798849,M2.5 V,3512.0,0.59,0.58,0.060,nan,M2.5V,0.001,0.6,1.23
TOI-3894 b,TOI-3894,TIC 165464482,0.05354,15.27784069,260.61929374,,6000.0,1.502,1.138,2.624,5.7,F9.5V,0.001,0.1,1.23
TOI-4336 A b,TOI-4336 A,TIC 166184428,0.0849,2.137,3.33,M3.5 V,3307.0,0.326,0.306,0.011,6.7,M3.5V,0.001,0.6,1.23
NGTS-31 b,NGTS-31,TIC 167714124,0.064,18.04645893,355.96781584,,5710.0,1.7,0.96,2.773,9.97,G3V,0.001,0.1,1.23
TOI-2524 b,TOI-2524,TIC 169249234,0.073,11.2089807,203.41018048,,5831.0,1.119,1.007,1.307,6.7,G1V,0.001,0.1,1.23
TOI-329 b,TOI-329,TIC 169765334,0.0638,4.94057819,40.4,,5614.0,1.5326,1.0678,2.114,8.7,G6V,0.001,0.1,1.23
TOI-2449 b,TOI-2449,TIC 170729775,0.45,11.24,222.0,G,6021.0,1.065,1.079,1.406,2.5,F9V,0.001,0.1,1.23
TOI-1899 b,TOI-1899,TIC 172370679,0.1525,11.09689089,212.94503269,M0,3926.0,0.607,0.632,0.088,7.1,K9V,0.001,0.1,1.23
TOI-1789 b,TOI-1789,TIC 172518755,0.04882,16.14093221,222.4798849,F,5991.0,2.168,1.507,5.450,2.73,F9.5V,0.001,0.1,1.23
TIC 172900988 b,TIC 172900988 Aa,TIC 172900988,0.90281,11.25,942.0,F9,6050.0,1.3842,1.2384,4.688,3.1,F9V,0.001,0.1,1.23
TOI-6651 b,TOI-6651,TIC 174328045,0.0633,5.09,61.0,,5940.0,1.721,1.323,3.330,3.71,G0V,0.001,0.1,1.23
HR 858 c,HR 858,TIC 178155732,0.0687,1.979,3.8,F6 V,6354.0,1.258,1.204,2.310,2.0,F6V,0.001,0.1,1.23
HR 858 b,HR 858,TIC 178155732,0.04888,2.004,3.55,F6 V,6354.0,1.258,1.204,2.310,2.0,F6V,0.001,0.1,1.23
HR 858 d,HR 858,TIC 178155732,0.1046,2.001,7.1,F6 V,6354.0,1.258,1.204,2.310,2.0,F6V,0.001,0.1,1.23
TOI-2842 b,TOI-2842,TIC 178162579,0.0475,12.84549188,117.59651059,,5910.0,1.265,1.135,1.760,4.7,G0V,0.001,0.1,1.23
TOI-3540 A b,TOI-3540 A,TIC 17865622,0.04289,23.53885947,375.03752026,,5810.0,1.228,1.081,1.549,6.0,G2V,0.001,0.1,1.23
TOI-762 A b,TOI-762 A,TIC 178709444,0.03418,8.33948164,79.774930157,,3266.0,0.425,0.442,0.018,9.3,M3.5V,0.001,0.6,1.23
TOI-763 b,TOI-763,TIC 178819686,0.06,2.28,9.79,G,5450.0,0.897,0.917,0.702,nan,G8V,0.001,0.1,1.23
TOI-763 c,TOI-763,TIC 178819686,0.1011,2.63,9.32,G,5450.0,0.897,0.917,0.702,nan,G8V,0.001,0.1,1.23
TOI-163 b,TOI-163,TIC 179317684,0.058,16.690201,387.7526,F,6495.0,1.648,1.4352,4.330,1.823,F5V,0.001,0.1,1.23
TOI-4507 b,TOI-4507,TIC 179582003,0.456,8.2,20.0,F,6260.0,1.04,1.11,1.410,0.7,F7V,0.001,0.1,1.23
TOI-1807 b,TOI-1807,TIC 180695581,0.0122,1.49681583,2.44,,4914.0,0.746,0.8048,0.293,2.1,K3V,0.001,0.1,1.23
LP 791-18 c,LP 791-18,TIC 181804752,0.02961,2.488,7.16,M(6.1 +/- 0.7) V,2960.0,0.182,0.139,0.002,0.5,M5.5V,0.0001,0.6,1.23
TOI-169 b,TOI-169,TIC 183120439,0.03524,12.172974,251.40353,G1 V,5880.0,1.288,1.147,1.789,4.7,G1V,0.001,0.1,1.23
LTT 9779 b,LTT 9779,TIC 183985250,0.01679,4.72,29.32,G7 V,5443.0,0.949,1.02,0.680,2.0,G8V,0.001,0.1,1.23
TOI-6303 b,TOI-6303,TIC 186810676,0.0761,11.59,2493.0,,3977.0,0.609,0.644,0.082,6.4,K8V,0.001,0.1,1.23
GJ 3929 b,GJ 3929,TIC 188589164,0.0252,1.09,1.75,M3.5 V,3384.0,0.32,0.313,0.011,7.1,M3V,0.001,0.6,1.23
TOI-615 b,TOI-615,TIC 190496853,0.0678,18.97680433,138.255357045,F2 V,6850.0,1.732,1.449,5.860,1.7,F2V,0.001,0.1,1.23
TOI-6041 b,TOI-6041,TIC 192415680,0.1651,4.55,28.9,G7,5445.0,0.879,0.885,0.613,7.9,G8V,0.001,0.1,1.23
Ross 176 b,Ross 176,TIC 193336820,0.0464,1.84,4.57,K7 V,4041.0,0.569,0.577,0.078,3.0,K8V,0.001,0.1,1.23
TOI-5688 A b,TOI-5688 A,TIC 193634953,0.03379,10.3,124.0,,3713.0,0.57,0.6,0.059,7.2,M1V,0.001,0.6,1.23
TOI-824 b,TOI-824,TIC 193641523,0.02177,2.926,18.467,K4 V,4600.0,0.695,0.71,0.195,7.5,K4V,0.001,0.1,1.23
TOI-4487 A b,TOI-4487 A,TIC 193754373,0.05448,14.60530185,397.28550875,,6206.0,1.634,1.378,3.570,2.45,F8V,0.001,0.1,1.23
TOI-6038 A b,TOI-6038 A,TIC 194736418,0.069,6.41,78.5,,6110.0,1.648,1.291,3.410,3.65,F9V,0.001,0.1,1.23
TOI-3331 A b,TOI-3331 A,TIC 194795551,0.03144,12.97999965,721.47048389,,5609.0,0.952,1.016,0.807,2.1,G6V,0.001,0.1,1.23
TOI-858 B b,TOI-858 B,TIC 198008005,0.04435,14.06727078,349.6112477,G0,5842.0,1.308,1.081,1.790,6.8,G1V,0.001,0.1,1.23
TOI-1798.01,TOI-1798,TIC 198153540,0.074984,2.448,6.5,,5165.0,0.78,0.87,0.384,2.6,K1V,0.001,0.1,1.23
TOI-1798.02,TOI-1798,TIC 198153540,0.010789,1.464,5.6,,5165.0,0.78,0.87,0.384,2.6,K1V,0.001,0.1,1.23
TOI-1269 b,TOI-1269,TIC 198241702,0.0496,2.40144286,6.4,,5499.0,0.8521,0.9027,0.603,3.1,G8V,0.001,0.1,1.23
TOI-1437 b,TOI-1437,TIC 198356533,0.14,2.24,9.6,,6008.0,1.17,1.1,1.926,6.7,F9.5V,0.001,0.1,1.23
HD 332231 b,HD 332231,TIC 199376584,0.145,9.07303305,74.1,F8,6128.0,1.266,1.1642,2.032,2.9,F8V,0.001,0.1,1.23
TOI-1410.01,TOI-1410,TIC 199444169,0.0207,3.10083009,12.5,,4635.0,0.7558,0.7941,0.239,6.6,K4V,0.001,0.1,1.23
TOI-257 b,TOI-257,TIC 200723869,0.1528,7.16253867,43.860320166,,6095.0,1.867,1.407,4.330,nan,F9V,0.001,0.1,1.23
TOI-2379 b,TOI-2379,TIC 201177276,0.05263,11.72459381,1830.69162432,,3707.0,0.622,0.645,0.074,10.4,M1V,0.001,0.6,1.23
TOI-1634 b,TOI-1634,TIC 201186294,0.01545,1.773,7.57,M2,3472.0,0.45,0.451,0.026,nan,M2.5V,0.001,0.6,1.23
HIP 65 A b,HIP 65 A,TIC 201248411,0.01782,22.75427,1021.18779,K4 V,4590.0,0.7242,0.781,0.210,4.1,K4V,0.001,0.1,1.23
TOI-3984 A b,TOI-3984 A,TIC 20182780,0.041,7.9,44.0,M4+/-0.5,3476.0,0.47,0.49,0.027,2.9,M2.5V,0.001,0.6,1.23
TOI-5386 A b,TOI-5386 A,TIC 202425357,0.04856,14.70618268,155.100262616,,6094.0,1.245,1.165,1.927,3.4,F9V,0.001,0.1,1.23
TOI-4551 b,TOI-4551,TIC 204650483,0.0994,11.85910158,473.56432643,,4896.0,3.55,1.31,6.350,4.92,K3V,0.001,0.1,1.23
TOI-4406 b,TOI-4406,TIC 206541859,0.201,11.2089807,95.3485221,,6219.0,1.29,1.19,2.300,2.9,F8V,0.001,0.1,1.23
TOI-558 b,TOI-558,TIC 207110080,0.1291,12.17295304,1147.36054927,F V,6466.0,1.496,1.349,3.520,1.79,F5V,0.001,0.1,1.23
HD 18599 b,HD 18599,TIC 207141131,0.048,2.6,24.1,K2 V,5145.0,0.767,0.863,0.372,0.4,K1V,0.001,0.1,1.23
TOI-1836 b,TOI-1836,TIC 207468071,0.1597,8.00321222,38.457237247,,6380.0,1.577,1.307,3.700,6.6,F6V,0.001,0.1,1.23
TOI-1836 c,TOI-1836,TIC 207468071,0.03089,2.59987579,8.0,,6237.0,1.6454,1.2518,3.714,3.2,F7V,0.001,0.1,1.23
TOI-559 b,TOI-559,TIC 209459275,0.0723,12.22899794,1910.14872607,G V,5925.0,1.233,1.026,1.688,6.8,G0V,0.001,0.1,1.23
TOI-5678 b,TOI-5678,TIC 209464063,0.249,4.91,20.0,G7 V,5485.0,0.938,0.905,0.740,8.5,G8V,0.001,0.1,1.23
TOI-6130 b,TOI-6130,TIC 210083929,0.036,14.3474953,333.71982735,F,6110.0,1.51,1.31,2.890,0.3,F9V,0.001,0.1,1.23
TOI-2406 b,TOI-2406,TIC 212957629,0.02267,2.86,15.6,M4 V,3100.0,0.204,0.166,0.003,nan,M4.5V,0.0001,0.6,1.23
TOI-1776 b,TOI-1776,TIC 21535395,0.0378,1.21612741,1.4,,5785.0,0.9356,0.9196,0.885,5.1,G2V,0.001,0.1,1.23
TOI-2128 b,TOI-2128,TIC 21832928,0.127,2.08874836,4.5,,5968.0,1.1174,1.0251,1.433,4.7,F9.5V,0.001,0.1,1.23
TOI-519 b,TOI-519,TIC 218795833,0.0159,11.54525012,147.154552441,M V,3322.0,0.35,0.335,0.014,5.4,M3.5V,0.001,0.6,1.23
TOI-1294 b,TOI-1294,TIC 219015370,0.051,10.12369881,63.9,,5718.0,1.5566,1.1578,2.336,6.2,G3V,0.001,0.1,1.23
TOI-1244 b,TOI-1244,TIC 219850915,0.060694,2.467,6.6,,4599.0,0.721,0.73,0.235,5.9,K4V,0.001,0.1,1.23
TOI-1295 b,TOI-1295,TIC 219852584,0.047,15.69257298,451.31633794,F,6280.0,1.7,1.38,3.860,2.0,F7V,0.001,0.1,1.23
TOI-1296 b,TOI-1296,TIC 219854185,0.051,14.11645916,95.3,,5567.0,1.7031,1.1576,2.521,7.1,G7V,0.001,0.1,1.23
TOI-1742 b,TOI-1742,TIC 219857012,0.154,2.36507598,9.7,,5815.0,1.131,1.0861,1.322,3.9,G1V,0.001,0.1,1.23
TOI-2796 b,TOI-2796,TIC 220076110,0.0569,17.26183028,139.84449908,,5764.0,1.069,1.063,1.136,4.0,G2V,0.001,0.1,1.23
TOI-269 b,TOI-269,TIC 220479565,0.0345,2.77,8.8,M2 V,3514.0,0.398,0.3917,0.023,nan,M2.5V,0.001,0.6,1.23
TOI-3486 b,TOI-3486,TIC 221861843,0.03138,10.5700688,99.162462984,,4930.0,0.788,0.837,0.329,5.8,K3V,0.001,0.1,1.23
HD 86226 c,HD 86226,TIC 22221375,0.049,2.16,7.25,G1 V,5863.0,1.053,1.019,1.180,4.6,G1V,0.001,0.1,1.23
TOI-4438 b,TOI-4438,TIC 22233480,0.0534,2.52,5.4,M3.5 V,3422.0,0.372,0.368,0.017,5.1,M3V,0.001,0.6,1.23
TOI-251 b,TOI-251,TIC 224225541,0.05741,2.74,317.83,,5875.0,0.881,1.036,0.831,0.18,G1V,0.001,0.1,1.23
TOI-333 b,TOI-333,TIC 224245334,0.049,4.26,20.1,,6241.0,1.1,1.2,1.643,1.0,F7V,0.001,0.1,1.23
TOI-1279 b,TOI-1279,TIC 224297258,0.085,2.66146528,10.6,,5457.0,0.8426,0.8784,0.571,4.2,G8V,0.001,0.1,1.23
TOI-1181 b,TOI-1181,TIC 229510866,0.0364,17.02644168,374.719691853,F9 IV,6054.0,1.961,1.467,4.390,2.7,F9V,0.001,0.1,1.23
TOI-1438 c,TOI-1438,TIC 229650439,0.083,2.75,10.6,K0 V,5230.0,0.82,0.876,0.450,2.2,K0V,0.001,0.1,1.23
TOI-1438 b,TOI-1438,TIC 229650439,0.0553,3.04,9.4,K0 V,5230.0,0.82,0.876,0.450,2.2,K0V,0.001,0.1,1.23
TOI-1347 c,TOI-1347,TIC 229747848,0.0546,1.6,6.4,,5464.0,0.83,0.913,0.550,1.4,G8V,0.001,0.1,1.23
TOI-1347 b,TOI-1347,TIC 229747848,0.0171,1.8,11.1,,5464.0,0.83,0.913,0.550,1.4,G8V,0.001,0.1,1.23
TOI-5720 b,TOI-5720,TIC 230055368,0.018288,1.09,4.3,M3.5 +/- 1.0,3325.0,0.383,0.383,0.016,5.0,M3.5V,0.001,0.6,1.23
TOI-1246 d,TOI-1246,TIC 230127302,0.132,3.43139739,5.4,K V,5213.0,0.8649,0.8889,0.500,6.3,K1V,0.001,0.1,1.23
